QUEST;ESTRATO;UPA;ID_DOMICILIO;CLASSE_2015;CLASSE_2008;AREA;RENDA_FAMILIAR;GRAU_INSTRUCAO;resp_sexo;resp_idade;RESP_ESCOLARIDADE;RESP_PEA;RELIGIAO_KIDS;RACA_RESP_KIDS;D1;D2;D3_A;D3_B;D3_C;D3_D;D3_E;D3_F;D3_G;D3_H;D3_I;D3_OUTRO;D3_outro_desc;D4;D5;D6;D7_A;D7_B;D7_C;D7_D;D7_E;D7_F;D7_G;D7_OUTRO;D7_outro_desc;E3;E4_A;E4_B;E4_C;E4_D;E4_E;E4_F;E4_G;E5_A;E5_B;E5_C;E5_D;E5_E;E5_F;E5_G;E6_A;E6_B;E6_C;E6_D;E6_E;E6_F_1;E6_G;E7_A;E7_B;E7_C;E7_D;F1;SEXO_KIDS;IDADE_KIDS;ESC1;RACA_KIDS;M1_A;M1_B;M1_C;M1_D;M1_E;M1_F;M1_OUTRO;M1_outro_desc;M2;M3;M4_A;M4_B;M4_C;M4_D;M4_E;M4_F;M4_G;M4_H;M4_I;M4_J;M4_OUTRO;M4_outro_desc;M5;M6_A;M6_B;M7A_A;M7A_B;M7A_C;M7A_D;M7A_E;M7A_F;M7A_H;M7A_OUTRO;M7A_OUTRO_DESC;M7_G;M8;N1_A;N1_B;N1_C;N1_D;N1_E;N1_F;N1_G;N1_H;N1_1_I;N1_1_L;N1_1_P;N1_1_Q;N1_2_R;N1_2_K;N1_2_M;N1_3_S;N1_3_T;N1_3_Y;N1_3_J;N1_3_N;N1_4_V;N1_4_U;N1_4_X;N1_4_Z;N1_4_O;N2_A;N2_B;N2_C;N2_D;N2_E;N2_F;N2_G;N2_H;N3;R1_A;R1_B;R1_C;R2A_A;R2A_B;R2A_C;R2A_D;R2A_E;R2A_F;R2A_G;R2A_H;R2A_I;R2A_J;R3A_J;R3A_K;R3A_L;U1;U2_A;U2_B;U2_C;U2_D;U2_E;U2_F_1;U2_G;U3_A;U3_B;U3_C;U3_D;U3_E;U3_F;U3_G;U4_A;U4_B;U4_C;U4_D;U4_E;U4_F;U4_G;T1;T2_A;T2_B;T2_C;T2_D;T2_OUTRO;T3;T4_1;T5_A_1;T5_B_1;T5_C_3;T5_D_4;T5_E_5;T5_F_6;T5_OUTRO_1;T6;T7_A;T7_B;T7_C;T7_D;T7_E;T8;T9_A;T9_B;T9_C;T9_D;T9_E;T9_F;T10_A;T10_B;T10_C;T10_D;T10_E;T11_A;T11_B;T11_C;T11_D;T11_E;T11_F;T12_A;T12_B;T12_C;T12_D;T12_E;T12_F;T13_A;T13_B;T13_C;T13_D;T13_E;T13_F;T14;T15_A;T15_B;T15_C;T15_D;T15_E;T15_F;T16;T17;T18;T19_A;T19_B;T19_C;T19_D;T19_E;T19_F;T19_G;T19_H;T19_I;T19_J;T19_OUTRO;T20;T21_A;T21_B;T21_C;T21_D;T21_E;T21_F;T21_G;T21_H;T21_I;T21_J;T21_K;AV1_1;AV1_2;AV1_3;AV1_4;AV2_1;AV2_2;AV2_3;AV2_4;AV3_1;AV3_2;AV3_3;AV3_4;AV3_5;AV3_6;AV4;AV5;PESO;RENDA_FAMILIAR_2;ESCOLARIDADE;COD_REGIAO2;FAIXA_ETARIA;M8_FAIXA;M1_AGREG;M1_DISPOSITIVOS;A1B_EXCLUSIVO;A4_AGREG
20439;29;137;20439;1;2;1;98;4;1;44;11;1;1;1;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;1;0;0;1;0;99;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;1;1;1;1;0;2;11;5;1;0;1;0;1;0;0;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;2;1;0;1;1;1;0;0;0;1;0;99;0;6;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;99;2;4;99;2;1;2;2;0;1;1;2;98;98;98;98;98;98;98;98;0;0;98;98;98;1;1;1;1;3;3;2;3;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;99;99;99;99;99;0;98;99;99;99;99;99;99;99;99;0;0;0;0;1;99;0;0;0;0;0;1;98;98;98;98;98;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;1;6351,40827955813;98;3;1;2;1;1;3;1;1
20442;29;137;20442;3;3;1;2;3;2;49;9;4;3;1;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;1;0;0;0;0;99;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;2;2;1;3;1;3;1;1;1;1;0;2;17;10;1;97;97;97;0;97;97;0;99;1;1;99;99;99;99;99;99;99;99;99;99;99;99;1;99;99;1;0;1;0;0;0;0;0;99;1;12;0;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;99;2;2;3;1;3;1;1;0;3;3;2;1;1;0;1;1;1;1;1;1;0;99;99;99;2;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;1;0;1;1;0;1;0;1;1;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;0;0;0;1;0;0;0;1;0;0;0;1;0;0;3;1;6363,92601122002;2;3;1;4;7;0;99;99;1
20448;29;137;20448;3;3;1;3;2;2;51;6;1;3;3;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;1;0;0;99;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;1;1;1;1;0;2;10;5;3;0;1;1;1;0;0;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;0;0;0;0;0;0;99;0;9;0;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;99;2;2;99;1;1;2;1;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2;2;1;1;1;3;2;3;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;1;0;0;0;1;0;0;0;0;1;0;0;3;1;13853,9824007498;3;1;1;1;4;1;3;1;1
20456;29;137;20456;3;2;1;3;4;1;43;10;1;3;3;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;1;0;1;1;0;99;1;1;1;0;1;1;0;0;1;1;0;1;0;0;0;1;1;1;1;3;1;3;0;1;1;1;0;1;16;11;3;0;0;0;1;1;1;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;1;0;0;0;0;0;99;1;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;2;2;3;1;2;1;1;1;0;2;3;3;1;1;1;1;1;1;1;1;0;1;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;98;98;98;98;98;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;97;97;97;97;97;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;0;0;1;0;0;0;1;0;0;0;1;0;0;3;1;6567,13431904717;3;3;1;4;8;0;2;1;1
20460;29;137;20460;3;2;1;1;4;2;42;10;4;3;3;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;1;0;0;99;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;3;1;3;1;1;1;1;0;2;14;8;1;0;0;0;1;0;1;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;2;1;1;1;1;1;0;0;1;0;0;99;0;7;0;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;0;0;0;1;1;99;2;3;3;1;2;1;1;0;3;3;3;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;3;1;3;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;98;98;98;98;98;1;0;99;99;99;99;99;99;99;99;0;0;0;0;1;99;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;97;97;97;97;97;97;0;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;0;0;1;1;0;0;0;0;0;0;1;0;0;3;1;6165,21556502901;1;3;1;3;2;0;2;3;1
20478;29;137;20478;3;3;1;3;3;1;42;8;1;6;3;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;0;0;0;0;0;99;0;0;1;0;1;1;1;1;0;1;0;0;98;0;0;3;3;3;3;3;98;3;1;98;98;98;0;1;14;6;3;0;0;0;0;0;0;0;99;1;1;99;99;99;99;99;99;99;99;99;99;99;99;4;99;99;0;0;1;0;0;0;0;0;99;0;10;1;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;99;4;99;99;0;3;2;3;1;0;1;0;1;1;0;1;0;0;99;99;99;1;3;1;1;1;3;3;3;0;0;1;0;98;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;0;0;99;99;99;99;99;99;99;99;0;1;0;0;0;97;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;97;97;97;97;97;97;97;99;99;99;99;99;99;99;99;97;99;99;99;99;99;99;99;99;99;99;99;97;99;99;99;99;99;99;99;99;99;99;99;0;0;0;1;0;0;0;1;0;0;0;1;0;0;3;1;12665,5397241081;3;2;1;3;5;0;99;99;0
20490;29;137;20490;2;2;1;4;3;2;41;9;5;3;1;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;0;1;0;99;1;0;1;1;0;1;1;1;0;1;0;1;1;1;1;2;3;1;2;3;3;3;1;1;1;1;0;2;9;5;3;1;0;0;1;0;1;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;0;0;0;0;0;0;99;0;5;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;99;5;2;3;2;2;99;2;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2;1;1;1;2;3;3;3;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;0;1;0;0;0;0;1;0;0;0;1;0;0;3;1;7017,31138548352;4;3;1;1;1;1;3;1;1
20499;29;137;20499;3;2;1;2;3;2;36;9;2;1;3;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;1;0;0;1;0;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;1;1;1;0;2;15;9;3;0;0;0;1;0;1;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;1;0;0;1;1;0;99;0;8;0;0;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;99;99;4;3;1;1;1;1;99;3;3;3;1;0;1;1;1;1;0;1;0;0;1;1;1;2;1;1;1;1;3;1;2;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;99;99;99;99;99;99;99;99;0;0;0;0;1;99;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;0;0;1;3;1;16830,0160448393;2;3;1;4;3;0;2;1;1
20503;29;137;20503;4;3;1;4;2;2;44;6;1;1;2;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;2;1;1;0;1;0;0;1;0;99;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;2;1;3;0;0;0;1;0;2;16;11;3;1;0;0;1;0;1;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;2;1;1;1;1;1;1;1;1;1;0;99;1;12;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;99;99;3;4;4;1;2;2;99;3;3;3;1;1;1;1;1;1;1;1;0;1;1;1;1;2;1;1;1;1;2;1;3;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;0;0;0;0;1;99;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;99;99;99;99;99;99;99;99;1;0;1;1;1;1;1;1;1;1;1;0;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;0;0;1;3;1;7063,10964321114;4;1;1;4;7;1;3;3;1
20507;29;137;20507;3;2;1;3;4;1;29;10;1;14;1;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;1;1;0;1;0;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;3;3;1;0;0;0;0;2;9;4;4;0;0;0;1;0;0;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;1;0;0;0;0;0;99;0;3;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;99;99;99;1;99;99;5;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;2;3;2;3;3;3;3;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;2;1;7812,6040923266;3;3;1;1;1;0;2;3;1
20508;29;137;20508;3;3;1;3;2;2;37;9;5;1;3;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;1;0;0;1;0;99;0;1;0;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;2;1;2;0;1;1;0;0;1;14;8;3;1;0;0;1;1;1;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;1;0;0;1;1;0;99;0;7;1;1;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;1;0;1;0;1;1;4;99;1;3;1;1;0;3;1;3;1;0;1;1;1;0;1;1;0;0;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;0;0;0;0;1;99;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;1;0;1;0;97;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;0;0;0;1;0;0;0;1;0;0;3;1;6809,64122598368;3;3;1;3;2;1;3;3;1
20514;29;137;20514;3;3;1;2;3;2;47;10;1;3;1;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;0;1;0;99;0;0;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;3;1;3;0;1;1;0;0;1;16;10;1;0;0;0;1;0;0;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;1;0;0;0;0;0;99;1;9;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;1;1;2;2;99;2;2;2;2;2;0;3;3;3;1;1;0;1;1;1;0;1;0;1;1;1;1;3;1;1;1;1;1;1;3;0;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;97;97;97;97;97;97;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;1;6894,05203401441;2;3;1;4;4;0;2;1;1
20534;29;137;20534;3;3;1;2;2;1;51;6;1;1;5;1;1;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;99;99;99;99;99;99;99;99;99;99;99;97;2;11;6;3;0;0;1;1;0;0;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;97;1;0;1;0;1;1;1;0;99;0;9;0;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;99;99;3;99;2;2;1;2;99;3;3;3;1;1;0;1;1;1;1;1;0;1;1;1;1;2;1;1;1;1;3;3;3;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;0;0;0;0;1;99;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;1;0;0;0;0;0;1;0;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;0;0;0;1;0;0;0;1;0;0;0;1;0;0;3;1;8374,70350115943;2;1;1;2;4;1;3;1;0
20542;29;137;20542;3;2;1;3;4;2;43;8;4;3;3;1;1;99;99;99;99;99;99;99;99;99;99;99;1;2;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;99;99;99;99;99;99;99;99;99;99;99;1;2;11;7;3;0;0;0;1;0;0;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;1;0;0;1;0;0;99;0;10;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;99;4;1;1;99;1;99;1;0;3;3;3;1;1;0;1;1;1;0;1;0;0;1;1;1;2;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;97;97;97;97;97;0;0;99;99;99;99;99;99;99;99;0;0;0;0;1;99;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;99;99;99;99;99;99;99;99;1;97;97;97;97;97;97;97;97;97;97;97;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;1;4647,19902130926;3;2;1;2;5;0;2;3;1
20544;29;137;20544;3;2;1;5;3;2;52;8;2;1;1;1;2;1;1;1;0;0;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;10;6;1;0;0;0;0;0;0;0;99;1;2;1;0;1;0;0;0;1;1;1;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99999999;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;99;99;99;99;99;99;99;99;99;99;2;2;5311,01108676957;4;2;1;1;98;0;99;99;0
20555;29;137;20555;2;2;1;98;4;2;36;9;1;1;1;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;1;0;0;1;0;99;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;1;1;1;1;0;2;10;4;1;0;1;1;1;0;1;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;1;0;0;0;0;0;99;1;99999997;1;0;0;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;99;99;5;2;1;1;1;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;2;2;1;1;3;2;3;1;0;0;0;1;1;1;1;1;1;1;1;0;1;0;99;99;99;99;99;97;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;97;97;97;97;97;97;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;1;0;0;0;0;0;2;1;7820,43419865431;98;3;1;1;97;1;3;1;1
20562;29;137;20562;3;3;1;2;2;2;70;6;5;4;1;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;3;0;0;0;1;0;1;13;8;1;1;1;0;1;1;1;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;1;1;1;1;0;0;0;99;0;10;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;1;5;2;1;1;1;1;1;1;3;2;3;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;2;3;2;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;99;99;99;99;99;1;0;99;99;99;99;99;99;99;99;0;0;0;0;1;99;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;99;99;99;0;1;0;0;0;1;0;0;0;0;0;0;1;0;2;1;7001,50670190687;2;1;1;3;5;1;3;1;1
20569;29;138;20569;4;3;1;1;3;2;46;8;1;1;2;1;1;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;99;99;99;99;99;99;99;99;99;99;99;0;1;13;7;3;0;0;0;1;0;0;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;1;0;0;0;0;0;99;0;10;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;99;99;4;99;2;99;99;0;3;1;3;1;1;0;1;1;1;0;1;0;1;0;1;1;2;3;1;1;3;3;3;3;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;97;97;97;97;97;99;0;0;0;0;0;1;0;0;1;0;0;97;97;97;97;97;97;0;0;0;0;0;1;97;97;97;97;97;97;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;0;1;0;0;0;1;0;0;0;0;1;0;0;3;2;4871,12509915713;1;2;1;3;5;0;2;3;1
20573;29;138;20573;3;3;1;1;4;1;35;10;3;3;3;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;1;0;0;0;0;99;1;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;3;1;1;3;3;3;0;0;0;0;0;2;15;10;3;1;1;1;1;0;0;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;1;0;1;1;1;0;99;1;10;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;99;5;3;1;1;1;2;1;0;3;3;3;1;1;1;1;1;1;1;1;0;1;0;1;1;2;1;1;3;1;3;1;3;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;99;99;99;99;99;1;1;1;1;1;1;0;1;1;0;98;98;98;98;98;99;97;97;97;97;97;97;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;98;1;97;97;97;97;97;97;97;97;97;97;97;1;97;97;97;97;97;97;97;97;97;97;97;0;0;1;0;0;0;1;0;0;0;0;1;0;0;3;2;17702,2385694528;1;3;1;4;5;1;3;3;1
20575;29;138;20575;3;2;1;3;4;2;40;11;3;1;1;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;0;1;0;0;0;99;0;1;1;0;0;1;1;1;1;1;0;0;97;0;0;2;1;1;3;3;3;3;0;0;0;0;97;2;9;4;3;1;0;1;1;0;1;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;1;0;1;1;1;0;99;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;2;1;1;1;1;1;1;1;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;2;1;1;2;3;3;2;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;99;99;99;99;99;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1;1;1;0;0;0;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;2;1;6033,5748379581;3;3;1;1;1;1;3;1;1
20582;29;138;20582;4;3;2;1;3;2;36;9;5;3;4;1;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;0;0;0;99;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;3;1;3;1;1;1;1;0;1;14;10;1;0;0;0;1;0;0;0;99;99;1;99;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;1;1;0;0;1;1;0;99;1;8;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1;1;99;3;1;1;1;1;0;3;3;3;1;1;0;1;1;1;0;1;1;1;1;1;1;3;1;1;1;1;3;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;99;99;99;99;99;0;1;98;98;98;98;98;98;98;0;1;1;0;1;0;0;98;98;98;98;98;98;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;99;1;0;0;0;0;0;0;1;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;1;15653,9224973168;1;3;1;3;3;0;2;1;1
