Ano,Unidade_Geografica,Aprovacao_Ensino_Fundamental,Aprovacao_Ensino_Medio,Reprovacao_Ensino_Fundamental,Reprovacao_Ensino_Medio
2018,Mato Grosso do Sul,88.6,78.9,10.1,13.1
2018,Mato Grosso do Sul,84.5,79.4,12.8,10.2
2018,Mato Grosso,97.2,75.8,2.2,14.8
2018,Mato Grosso,97.2,75.5,2.3,15.0
2018,Mato Grosso,96.8,78.0,2.1,13.5
2018,Mato Grosso,,90.3,,8.3
2018,Mato Grosso,,90.9,,7.6
2018,Mato Grosso,,88.0,,10.6
2018,Mato Grosso,97.3,73.2,1.8,16.2
2018,Mato Grosso,97.2,72.6,1.9,16.6
2018,Mato Grosso,97.9,77.0,0.9,13.8
2018,Mato Grosso,96.7,,2.9,
2018,Mato Grosso,96.8,,2.9,
2018,Mato Grosso,96.1,,2.8,
2018,Mato Grosso,98.7,97.0,1.2,2.8
2018,Mato Grosso,98.7,97.0,1.2,2.7
2018,Mato Grosso,100.0,73.3,0.0,26.7
2018,Mato Grosso,97.0,74.2,2.4,15.8
2018,Mato Grosso,97.0,73.6,2.4,16.1
2018,Mato Grosso,96.8,78.0,2.1,13.5
2018,Goiás,95.3,91.8,3.9,5.7
2018,Goiás,95.4,91.7,3.9,5.7
2018,Goiás,93.4,92.7,5.6,5.5
2018,Goiás,94.8,89.4,5.0,9.8
2018,Goiás,94.8,89.5,5.0,9.7
2018,Goiás,,89.0,,9.9
2018,Goiás,94.7,91.2,4.1,5.9
2018,Goiás,94.7,91.1,4.1,6.0
2018,Goiás,94.9,94.4,3.9,3.1
2018,Goiás,94.5,88.3,4.8,6.1
2018,Goiás,94.6,88.2,4.7,6.7
2018,Goiás,93.0,88.7,6.1,2.8
2018,Goiás,98.6,95.9,1.3,3.7
2018,Goiás,98.6,95.9,1.3,3.7
2018,Goiás,98.5,96.9,1.5,2.9
2018,Goiás,94.6,91.1,4.5,6.0
2018,Goiás,94.6,91.1,4.5,6.1
2018,Goiás,93.3,92.1,5.7,5.9
2018,Distrito Federal,94.3,86.2,5.0,10.2
2018,Distrito Federal,94.3,86.2,4.9,10.2
2018,Distrito Federal,92.9,86.8,6.5,11.1
2018,Distrito Federal,99.3,86.0,0.7,12.5
2018,Distrito Federal,99.3,88.0,0.7,10.8
2018,Distrito Federal,,75.5,,21.5
2018,Distrito Federal,92.7,83.1,6.3,12.3
2018,Distrito Federal,92.6,82.9,6.3,12.4
2018,Distrito Federal,92.7,88.9,6.6,8.8
2018,Distrito Federal,98.7,95.9,1.3,3.9
2018,Distrito Federal,98.7,95.9,1.3,3.8
2018,Distrito Federal,96.8,90.3,3.2,9.7
2018,Distrito Federal,92.7,83.2,6.3,12.3
2018,Distrito Federal,92.7,83.1,6.3,12.3
2018,Distrito Federal,92.7,86.4,6.6,11.2
Fonte: Censo da Educação Básica 2018/INEP.,,,,,
2019,Brasil,92.8,86.1,6.0,9.1
2019,Brasil,93.4,86.1,5.6,9.2
2019,Brasil,89.1,85.8,8.6,7.5
2019,Brasil,95.2,88.5,4.5,9.8
2019,Brasil,95.2,88.4,4.6,9.9
2019,Brasil,97.7,89.6,2.3,9.1
2019,Brasil,91.8,84.5,6.9,10.0
2019,Brasil,91.9,84.5,6.8,10.1
2019,Brasil,89.7,85.1,7.9,7.6
2019,Brasil,91.7,88.7,7.0,7.4
2019,Brasil,92.4,88.9,6.5,7.6
2019,Brasil,88.9,86.7,8.8,5.2
2019,Brasil,98.2,96.4,1.7,3.4
2019,Brasil,98.2,96.4,1.7,3.4
2019,Brasil,96.6,94.4,3.0,3.2
2019,Brasil,91.7,84.7,6.9,10.0
2019,Brasil,92.3,84.6,6.6,10.1
2019,Brasil,89.0,85.5,8.7,7.7
2019,Norte,89.4,81.5,8.3,9.5
2019,Norte,91.4,81.5,7.1,9.8
2019,Norte,84.1,81.7,11.5,7.1
2019,Norte,94.5,89.6,5.4,8.7
2019,Norte,94.5,89.4,5.4,8.8
2019,Norte,,90.7,,8.2
2019,Norte,90.0,80.2,7.6,10.0
2019,Norte,90.5,80.0,7.4,10.4
2019,Norte,86.4,81.2,8.7,7.1
2019,Norte,87.9,60.0,9.4,35.8
2019,Norte,90.4,60.0,8.0,35.8
2019,Norte,83.7,,11.9,
2019,Norte,98.3,96.5,1.5,3.1
2019,Norte,98.4,96.6,1.5,3.1
2019,Norte,94.3,92.5,4.8,3.1
2019,Norte,88.5,80.5,8.9,9.9
2019,Norte,90.5,80.3,7.8,10.3
2019,Norte,84.1,81.5,11.5,7.1
2019,Nordeste,90.8,86.3,7.5,8.5
2019,Nordeste,91.3,86.3,7.2,8.6
2019,Nordeste,89.5,86.6,8.4,7.2
2019,Nordeste,97.0,86.1,2.8,11.4
2019,Nordeste,97.0,85.8,2.9,11.7
2019,Nordeste,97.7,88.3,2.3,9.5
2019,Nordeste,85.0,85.3,12.4,8.9
2019,Nordeste,85.1,85.2,12.3,9.1
2019,Nordeste,83.7,86.2,12.8,7.2
2019,Nordeste,89.8,82.2,8.3,6.2
2019,Nordeste,89.8,79.5,8.2,7.4
2019,Nordeste,89.6,84.9,8.3,5.0
2019,Nordeste,97.8,95.6,2.0,3.9
2019,Nordeste,97.8,95.6,2.0,3.9
2019,Nordeste,96.9,93.2,2.8,3.2
2019,Nordeste,89.3,85.3,8.7,9.0
2019,Nordeste,89.2,85.2,8.8,9.2
2019,Nordeste,89.5,86.4,8.5,7.3
2019,Sudeste,95.1,88.1,4.3,8.5
2019,Sudeste,95.2,88.0,4.2,8.5
2019,Sudeste,93.4,91.8,6.0,5.8
2019,Sudeste,94.9,89.9,4.7,8.9
2019,Sudeste,94.9,89.8,4.7,9.0
2019,Sudeste,,90.8,,8.4
2019,Sudeste,94.3,86.4,4.7,9.5
2019,Sudeste,94.3,86.3,4.7,9.5
2019,Sudeste,94.0,91.6,5.0,5.7
2019,Sudeste,94.4,91.8,5.0,6.4
2019,Sudeste,94.5,91.7,5.0,6.4
2019,Sudeste,93.1,93.9,6.4,4.6
2019,Sudeste,98.3,96.6,1.7,3.3
2019,Sudeste,98.3,96.6,1.7,3.3
2019,Sudeste,96.7,95.6,3.0,3.3
2019,Sudeste,94.4,86.6,4.9,9.4
2019,Sudeste,94.4,86.5,4.9,9.5
2019,Sudeste,93.3,91.5,6.1,6.1
2019,Sul,92.4,84.0,7.0,11.7
2019,Sul,92.4,83.8,7.0,11.8
2019,Sul,92.5,87.8,6.8,8.7
2019,Sul,94.9,89.1,5.1,9.5
2019,Sul,94.9,89.0,5.1,9.6
2019,Sul,,90.1,,8.9
2019,Sul,89.1,81.8,9.9,13.1
2019,Sul,89.0,81.6,10.1,13.3
2019,Sul,91.2,87.3,7.8,8.9
2019,Sul,93.2,75.9,6.3,15.7
2019,Sul,93.3,74.5,6.2,16.9
2019,Sul,93.1,88.1,6.3,5.0
2019,Sul,98.5,96.6,1.5,3.1
2019,Sul,98.5,96.7,1.5,3.1
2019,Sul,97.8,95.6,2.2,2.9
2019,Sul,91.5,82.1,7.8,13.0
2019,Sul,91.4,81.8,7.9,13.1
2019,Sul,92.5,87.6,6.8,8.8
2019,Centro-Oeste,94.6,85.2,4.7,10.0
2019,Centro-Oeste,94.7,85.4,4.6,9.9
2019,Centro-Oeste,92.7,80.8,6.0,12.1
2019,Centro-Oeste,96.2,90.5,3.8,8.3
2019,Centro-Oeste,96.2,91.0,3.8,7.7
2019,Centro-Oeste,,88.9,,10.2
2019,Centro-Oeste,93.1,83.1,5.7,11.1
2019,Centro-Oeste,93.1,83.4,5.7,11.0
2019,Centro-Oeste,93.3,78.4,5.2,12.9
2019,Centro-Oeste,94.4,89.9,5.1,5.9
2019,Centro-Oeste,94.7,90.4,4.9,4.7
2019,Centro-Oeste,92.2,88.9,6.5,8.4
2019,Centro-Oeste,98.7,96.6,1.2,3.2
2019,Centro-Oeste,98.7,96.6,1.2,3.2
2019,Centro-Oeste,97.4,96.2,2.6,3.1
2019,Centro-Oeste,93.8,83.4,5.4,11.0
2019,Centro-Oeste,93.9,83.7,5.3,10.9
2019,Centro-Oeste,92.6,80.2,6.1,12.5
2019,Rondônia,93.0,86.4,5.9,8.0
2019,Rondônia,93.7,86.3,5.4,8.2
2019,Rondônia,89.2,87.8,8.7,4.9
2019,Rondônia,,92.9,,6.6
2019,Rondônia,,92.7,,7.0
2019,Rondônia,,93.8,,5.7
2019,Rondônia,92.9,85.3,5.4,8.3
2019,Rondônia,93.4,85.4,5.0,8.4
2019,Rondônia,83.0,80.8,11.4,5.1
2019,Rondônia,92.1,,7.1,
2019,Rondônia,92.9,,6.6,
2019,Rondônia,89.9,,8.5,
2019,Rondônia,97.8,94.1,2.1,5.2
2019,Rondônia,97.9,94.0,2.1,5.6
2019,Rondônia,97.6,94.4,2.3,3.3
2019,Rondônia,92.5,85.9,6.3,8.2
2019,Rondônia,93.2,85.9,5.7,8.3
2019,Rondônia,88.8,86.1,9.0,5.4
2019,Acre,92.7,82.8,5.2,10.8
2019,Acre,95.4,81.6,3.9,12.7
2019,Acre,87.3,87.6,7.9,3.5
2019,Acre,88.5,90.8,11.5,7.4
2019,Acre,88.5,90.8,11.5,7.4
2019,Acre,93.2,81.8,4.6,11.3
2019,Acre,95.2,80.1,3.9,13.6
2019,Acre,88.3,87.6,6.1,3.5
2019,Acre,90.9,,6.8,
2019,Acre,94.9,,4.5,
2019,Acre,86.4,,9.6,
2019,Acre,99.4,96.8,0.6,3.1
2019,Acre,99.4,96.8,0.6,3.1
2019,Acre,92.3,82.2,5.5,11.1
2019,Acre,95.1,80.7,4.1,13.3
2019,Acre,87.3,87.6,7.9,3.5
2019,Amazonas,91.7,82.9,5.9,6.9
2019,Amazonas,93.4,82.8,5.1,7.2
2019,Amazonas,86.6,83.5,8.3,5.7
2019,Amazonas,95.8,88.3,4.2,10.9
2019,Amazonas,95.8,88.3,4.2,10.8
2019,Amazonas,,87.7,,12.3
2019,Amazonas,92.7,82.3,5.3,6.9
2019,Amazonas,93.1,82.0,5.1,7.2
2019,Amazonas,86.6,83.4,7.7,5.6
2019,Amazonas,90.4,,6.7,
2019,Amazonas,92.7,,5.7,
2019,Amazonas,86.6,,8.3,
2019,Amazonas,98.5,96.0,1.4,3.8
2019,Amazonas,98.5,96.1,1.4,3.8
2019,Amazonas,98.3,89.1,1.7,10.9
2019,Amazonas,91.2,82.4,6.2,7.0
2019,Amazonas,92.9,82.2,5.5,7.3
2019,Amazonas,86.6,83.5,8.3,5.7
2019,Roraima,91.9,83.8,6.2,9.1
2019,Roraima,92.6,83.4,5.9,10.5
2019,Roraima,89.9,85.5,6.9,3.3
2019,Roraima,96.6,93.4,3.4,4.9
2019,Roraima,96.6,92.4,3.4,5.9
2019,Roraima,,96.0,,2.3
2019,Roraima,89.5,82.3,7.1,9.8
2019,Roraima,89.7,81.9,7.3,11.3
2019,Roraima,89.1,84.1,6.6,3.4
2019,Roraima,93.2,,6.0,
2019,Roraima,93.8,,5.6,
2019,Roraima,91.2,,7.4,
2019,Roraima,98.1,96.1,1.8,3.8
2019,Roraima,98.1,96.0,1.8,3.9
2019,Roraima,,100.0,,0.0
2019,Roraima,91.3,83.2,6.5,9.4
2019,Roraima,91.9,82.6,6.4,10.9
2019,Roraima,89.9,85.4,6.9,3.3
2019,Pará,86.5,78.6,10.6,11.3
2019,Pará,88.9,78.7,9.1,11.5
2019,Pará,81.7,77.8,13.7,8.9
2019,Pará,94.8,88.5,5.0,7.9
2019,Pará,94.8,88.7,5.0,7.6
2019,Pará,,82.5,,16.4
2019,Pará,85.5,76.8,11.4,12.1
2019,Pará,85.6,76.7,11.5,12.5
2019,Pará,84.9,77.6,10.1,9.0
2019,Pará,85.2,60.0,11.6,35.8
2019,Pará,87.9,60.0,9.9,35.8
2019,Pará,81.6,,13.8,
2019,Pará,98.2,97.0,1.6,2.5
2019,Pará,98.3,97.1,1.5,2.5
2019,Pará,89.1,91.6,10.4,2.6
2019,Pará,85.3,77.0,11.5,12.0
2019,Pará,87.4,76.9,10.3,12.4
2019,Pará,81.7,77.6,13.7,9.0
2019,Amapá,88.4,79.3,9.6,11.0
2019,Amapá,89.3,79.8,8.9,10.9
2019,Amapá,84.7,75.5,12.7,12.3
2019,Amapá,,92.1,,7.2
2019,Amapá,,92.1,,7.2
2019,Amapá,85.3,76.7,11.9,12.2
2019,Amapá,85.8,77.0,11.6,12.1
2019,Amapá,83.7,75.4,13.1,12.7
2019,Amapá,90.2,,8.7,
2019,Amapá,91.0,,7.9,
2019,Amapá,86.7,,12.3,
2019,Amapá,99.3,97.7,0.4,1.2
2019,Amapá,99.5,99.1,0.4,0.9
2019,Amapá,79.4,78.5,3.9,4.1
2019,Amapá,87.3,77.6,10.6,11.9
2019,Amapá,88.0,77.9,10.0,11.8
2019,Amapá,84.7,75.4,12.8,12.7
2019,Tocantins,93.0,87.9,6.1,7.9
2019,Tocantins,93.4,88.1,5.8,7.7
2019,Tocantins,89.9,85.7,7.9,9.5
2019,Tocantins,,84.9,,12.8
2019,Tocantins,,84.3,,13.1
2019,Tocantins,,86.2,,12.0
2019,Tocantins,89.7,87.7,8.3,7.8
2019,Tocantins,90.3,87.9,8.2,7.7
2019,Tocantins,85.3,84.7,9.3,9.6
2019,Tocantins,94.1,,5.5,
2019,Tocantins,94.6,,5.1,
2019,Tocantins,91.4,,7.6,
2019,Tocantins,98.2,94.9,1.7,4.9
2019,Tocantins,98.2,94.6,1.8,5.2
2019,Tocantins,99.4,100.0,0.6,0.0
2019,Tocantins,92.4,87.5,6.6,8.0
2019,Tocantins,92.9,87.7,6.3,7.9
2019,Tocantins,89.7,85.0,8.1,10.0
2019,Maranhão,91.7,90.6,6.5,4.7
2019,Maranhão,92.3,91.1,6.2,4.7
2019,Maranhão,90.8,88.3,7.1,5.3
2019,Maranhão,95.4,89.4,4.3,8.5
2019,Maranhão,94.4,89.2,5.2,9.0
2019,Maranhão,97.7,90.0,2.3,6.6
2019,Maranhão,89.8,90.5,7.1,4.7
2019,Maranhão,96.2,90.9,3.0,4.6
2019,Maranhão,80.3,88.2,13.2,5.3
2019,Maranhão,91.0,87.1,7.1,1.8
2019,Maranhão,91.0,91.8,7.2,0.6
2019,Maranhão,90.9,80.6,7.0,3.4
2019,Maranhão,98.2,94.8,1.6,3.7
2019,Maranhão,98.2,95.4,1.6,3.7
2019,Maranhão,97.9,88.6,1.6,3.4
2019,Maranhão,90.9,90.4,7.1,4.8
2019,Maranhão,91.1,90.8,7.1,4.7
2019,Maranhão,90.6,88.3,7.1,5.3
2019,Piauí,91.8,84.7,6.9,8.1
2019,Piauí,92.3,85.1,6.5,8.1
2019,Piauí,90.5,79.5,7.9,7.4
2019,Piauí,,86.0,,11.8
2019,Piauí,,86.0,,11.9
2019,Piauí,,85.9,,11.3
2019,Piauí,86.5,83.3,10.6,8.4
2019,Piauí,86.6,83.6,10.5,8.4
2019,Piauí,75.3,78.7,14.7,7.1
2019,Piauí,91.4,89.3,7.3,10.7
2019,Piauí,91.8,89.5,7.0,10.5
2019,Piauí,90.6,87.5,7.9,12.5
2019,Piauí,97.2,95.3,2.5,4.1
2019,Piauí,97.2,95.3,2.5,4.1
2019,Piauí,98.0,100.0,2.0,0.0
2019,Piauí,90.9,83.5,7.6,8.6
2019,Piauí,91.1,83.8,7.4,8.6
2019,Piauí,90.5,79.3,7.9,7.5
2019,Ceará,96.6,92.7,2.7,3.8
2019,Ceará,96.6,92.6,2.7,3.9
2019,Ceará,96.6,93.9,2.7,2.8
2019,Ceará,96.5,85.3,3.5,12.8
2019,Ceará,96.5,84.8,3.5,13.4
2019,Ceará,,90.0,,7.6
2019,Ceará,91.7,92.4,5.7,3.8
2019,Ceará,91.4,92.3,5.9,3.8
2019,Ceará,93.1,94.0,4.7,2.7
2019,Ceará,96.3,,3.0,
2019,Ceará,96.2,,3.1,
2019,Ceará,96.7,,2.7,
2019,Ceará,98.3,96.6,1.5,3.1
2019,Ceará,98.3,96.6,1.5,3.1
2019,Ceará,98.9,94.6,0.9,4.3
2019,Ceará,96.2,92.3,3.0,3.9
2019,Ceará,96.1,92.2,3.1,4.0
2019,Ceará,96.6,93.9,2.7,2.8
2019,Rio Grande do Norte,86.8,77.6,11.2,14.9
2019,Rio Grande do Norte,87.1,77.5,10.9,15.0
2019,Rio Grande do Norte,85.2,78.6,12.4,11.5
2019,Rio Grande do Norte,100.0,88.0,0.0,10.3
2019,Rio Grande do Norte,100.0,87.6,0.0,10.6
2019,Rio Grande do Norte,,91.3,,7.3
2019,Rio Grande do Norte,81.6,73.5,15.5,17.0
2019,Rio Grande do Norte,81.6,73.6,15.6,17.2
2019,Rio Grande do Norte,82.6,73.3,14.4,13.4
2019,Rio Grande do Norte,84.4,,13.0,
2019,Rio Grande do Norte,84.1,,13.2,
2019,Rio Grande do Norte,85.3,,12.4,
2019,Rio Grande do Norte,97.7,94.5,2.1,5.0
2019,Rio Grande do Norte,97.7,94.5,2.1,5.1
2019,Rio Grande do Norte,97.6,100.0,2.4,0.0
2019,Rio Grande do Norte,83.7,75.2,13.6,16.3
2019,Rio Grande do Norte,83.4,75.0,13.9,16.5
2019,Rio Grande do Norte,85.1,78.4,12.5,11.6
2019,Paraíba,88.7,83.3,9.0,10.4
2019,Paraíba,88.8,83.3,8.9,10.4
2019,Paraíba,88.2,82.7,9.5,10.9
2019,Paraíba,,91.8,,7.2
2019,Paraíba,,91.8,,7.3
2019,Paraíba,,93.2,,3.7
2019,Paraíba,81.1,80.6,14.9,11.9
2019,Paraíba,81.2,80.5,14.8,11.9
2019,Paraíba,80.1,82.3,15.8,11.2
2019,Paraíba,87.6,65.7,9.9,5.1
2019,Paraíba,87.2,65.7,10.2,5.1
2019,Paraíba,89.0,,9.0,
2019,Paraíba,97.9,95.6,1.9,3.6
2019,Paraíba,97.9,95.6,1.8,3.6
2019,Paraíba,95.8,,3.3,
2019,Paraíba,86.3,81.2,10.9,11.6
2019,Paraíba,85.8,81.1,11.3,11.6
2019,Paraíba,88.2,82.7,9.6,10.9
2019,Pernambuco,93.3,93.5,5.8,5.1
2019,Pernambuco,93.6,93.6,5.4,5.0
2019,Pernambuco,91.6,90.4,7.3,6.8
2019,Pernambuco,97.7,78.7,2.0,17.3
2019,Pernambuco,97.7,77.1,2.0,18.3
2019,Pernambuco,,83.5,,14.4
2019,Pernambuco,93.2,93.6,6.0,4.9
2019,Pernambuco,94.1,93.7,5.2,4.9
2019,Pernambuco,86.8,91.1,11.2,6.0
2019,Pernambuco,91.5,94.4,7.2,1.1
2019,Pernambuco,91.4,100.0,7.3,0.0
2019,Pernambuco,92.0,89.8,7.0,2.0
2019,Pernambuco,97.8,95.8,2.0,3.7
2019,Pernambuco,97.8,95.8,2.0,3.8
2019,Pernambuco,97.5,98.8,2.4,0.8
2019,Pernambuco,91.8,93.2,7.0,5.3
2019,Pernambuco,91.9,93.4,6.9,5.1
2019,Pernambuco,91.5,90.3,7.3,6.9
2019,Alagoas,94.1,86.7,4.4,7.2
2019,Alagoas,94.0,86.4,4.4,7.4
2019,Alagoas,94.6,93.6,4.3,3.3
2019,Alagoas,,79.4,,16.4
2019,Alagoas,,79.4,,16.4
2019,Alagoas,90.9,86.0,6.6,6.9
2019,Alagoas,90.6,85.4,6.8,7.2
2019,Alagoas,95.8,93.6,3.0,3.3
2019,Alagoas,93.7,,4.7,
2019,Alagoas,93.3,,4.9,
2019,Alagoas,94.5,,4.3,
2019,Alagoas,97.9,95.3,1.8,4.1
2019,Alagoas,97.9,95.3,1.8,4.1
2019,Alagoas,93.1,96.4,6.3,0.0
2019,Alagoas,93.3,85.4,5.0,7.7
2019,Alagoas,92.9,84.9,5.2,8.0
2019,Alagoas,94.6,93.6,4.3,3.3
2019,Sergipe,85.3,81.2,12.7,12.5
2019,Sergipe,86.1,81.4,12.1,12.5
2019,Sergipe,82.5,78.2,14.9,13.1
2019,Sergipe,94.7,84.4,5.3,13.0
2019,Sergipe,94.7,86.9,5.3,10.0
2019,Sergipe,,80.5,,17.8
2019,Sergipe,80.8,78.1,17.0,14.2
2019,Sergipe,80.7,78.1,17.2,14.3
2019,Sergipe,84.5,77.7,13.6,12.2
2019,Sergipe,81.9,,15.3,
2019,Sergipe,81.8,,15.5,
2019,Sergipe,82.2,,15.1,
2019,Sergipe,97.2,95.2,2.7,4.5
2019,Sergipe,97.2,95.2,2.7,4.5
2019,Sergipe,96.4,,3.5,
2019,Sergipe,81.7,78.3,15.8,14.2
2019,Sergipe,81.4,78.3,16.1,14.2
2019,Sergipe,82.3,78.2,15.0,13.1
2019,Bahia,86.7,79.4,10.7,13.5
2019,Bahia,87.4,79.2,10.2,13.8
2019,Bahia,84.8,81.8,12.1,10.6
2019,Bahia,98.3,87.7,1.7,9.8
2019,Bahia,98.3,87.1,1.7,10.2
2019,Bahia,,92.3,,6.8
2019,Bahia,78.7,77.5,17.8,14.7
2019,Bahia,78.8,77.3,17.7,14.9
2019,Bahia,76.8,79.8,18.9,11.8
2019,Bahia,85.1,80.8,11.8,7.7
2019,Bahia,85.3,74.2,11.7,10.9
2019,Bahia,84.8,85.2,12.0,5.5
2019,Bahia,97.5,95.6,2.2,3.9
2019,Bahia,97.5,95.6,2.2,3.9
2019,Bahia,95.3,94.7,4.1,3.3
2019,Bahia,84.6,77.8,12.3,14.5
2019,Bahia,84.5,77.6,12.4,14.7
2019,Bahia,84.7,80.8,12.1,11.2
2019,Minas Gerais,94.0,84.4,5.4,11.0
2019,Minas Gerais,93.9,84.2,5.5,11.1
2019,Minas Gerais,95.3,91.4,4.0,5.9
2019,Minas Gerais,94.8,90.8,5.1,8.7
2019,Minas Gerais,94.8,90.3,5.1,9.1
2019,Minas Gerais,,92.4,,7.1
2019,Minas Gerais,91.7,82.8,7.2,11.9
2019,Minas Gerais,91.6,82.6,7.3,12.0
2019,Minas Gerais,93.7,90.6,5.3,5.8
2019,Minas Gerais,94.9,90.4,4.7,7.3
2019,Minas Gerais,94.8,90.4,4.8,7.4
2019,Minas Gerais,95.8,89.6,3.7,6.7
2019,Minas Gerais,98.3,95.7,1.7,4.1
2019,Minas Gerais,98.3,95.7,1.7,4.1
2019,Minas Gerais,93.4,96.5,5.2,2.3
2019,Minas Gerais,93.3,83.2,5.9,11.7
2019,Minas Gerais,93.2,82.9,6.0,11.9
2019,Minas Gerais,95.3,91.1,4.0,6.2
2019,Espírito Santo,92.4,88.8,7.1,9.1
2019,Espírito Santo,92.4,88.7,7.1,9.3
2019,Espírito Santo,92.7,91.9,6.9,6.3
2019,Espírito Santo,,90.2,,8.5
2019,Espírito Santo,,90.6,,8.1
2019,Espírito Santo,,88.4,,10.1
2019,Espírito Santo,91.4,87.6,8.0,10.1
2019,Espírito Santo,91.2,87.4,8.1,10.3
2019,Espírito Santo,93.4,93.4,6.4,5.1
2019,Espírito Santo,91.5,97.5,7.9,2.5
2019,Espírito Santo,91.4,,8.0,
2019,Espírito Santo,92.6,97.5,7.0,2.5
2019,Espírito Santo,98.7,96.5,1.3,3.2
2019,Espírito Santo,98.8,96.7,1.2,3.1
2019,Espírito Santo,95.1,93.4,4.0,3.7
2019,Espírito Santo,91.5,87.8,7.9,10.0
2019,Espírito Santo,91.3,87.6,8.1,10.1
2019,Espírito Santo,92.7,91.4,6.9,7.1
2019,Rio de Janeiro,90.9,81.7,8.1,12.5
2019,Rio de Janeiro,91.1,81.5,7.9,12.6
2019,Rio de Janeiro,87.0,86.8,12.1,9.3
2019,Rio de Janeiro,94.9,85.8,4.7,12.1
2019,Rio de Janeiro,94.9,86.0,4.7,12.0
2019,Rio de Janeiro,,83.0,,14.6
2019,Rio de Janeiro,81.2,78.1,15.5,14.5
2019,Rio de Janeiro,81.1,77.8,15.6,14.7
2019,Rio de Janeiro,82.1,86.4,15.0,9.3
2019,Rio de Janeiro,89.4,80.7,9.6,13.4
2019,Rio de Janeiro,89.6,80.7,9.3,13.4
2019,Rio de Janeiro,86.8,,12.4,
2019,Rio de Janeiro,96.8,94.4,3.0,5.2
2019,Rio de Janeiro,96.8,94.4,3.0,5.2
2019,Rio de Janeiro,96.2,97.1,3.6,2.8
2019,Rio de Janeiro,88.5,78.5,10.2,14.4
2019,Rio de Janeiro,88.6,78.2,10.0,14.5
2019,Rio de Janeiro,86.4,86.2,12.6,9.6
2019,São Paulo,97.5,92.3,2.1,5.7
2019,São Paulo,97.5,92.2,2.1,5.7
2019,São Paulo,97.6,95.8,2.2,3.2
2019,São Paulo,99.1,96.1,0.9,3.4
2019,São Paulo,99.1,96.1,0.9,3.4
2019,São Paulo,96.9,91.1,2.4,6.4
2019,São Paulo,96.9,91.0,2.4,6.5
2019,São Paulo,98.3,95.8,1.3,3.1
2019,São Paulo,97.2,94.0,2.5,5.0
2019,São Paulo,97.2,94.0,2.5,5.0
2019,São Paulo,97.3,95.6,2.7,3.8
2019,São Paulo,99.0,97.7,1.0,2.3
2019,São Paulo,99.0,97.8,1.0,2.2
2019,São Paulo,97.9,95.5,2.1,4.2
2019,São Paulo,97.1,91.2,2.4,6.4
2019,São Paulo,97.1,91.1,2.4,6.4
2019,São Paulo,97.6,95.8,2.3,3.1
2019,Paraná,94.5,89.1,5.0,7.8
2019,Paraná,94.5,89.0,5.0,8.0
2019,Paraná,94.6,92.7,5.0,5.1
2019,Paraná,95.1,92.8,4.9,6.2
2019,Paraná,95.1,92.6,4.9,6.3
2019,Paraná,,96.4,,3.6
2019,Paraná,91.5,87.6,7.5,8.8
2019,Paraná,91.4,87.4,7.6,8.9
2019,Paraná,94.3,92.6,5.0,5.2
2019,Paraná,95.8,,4.1,
2019,Paraná,95.9,,4.0,
2019,Paraná,94.8,,5.1,
2019,Paraná,98.5,97.2,1.5,2.7
2019,Paraná,98.5,97.2,1.5,2.7
2019,Paraná,98.8,96.3,1.2,3.3
2019,Paraná,93.9,87.8,5.6,8.7
2019,Paraná,93.8,87.5,5.7,8.9
2019,Paraná,94.6,92.6,5.1,5.1
2019,Santa Catarina,93.1,82.0,6.5,12.9
2019,Santa Catarina,93.1,81.9,6.5,13.0
2019,Santa Catarina,94.1,86.4,5.6,9.6
2019,Santa Catarina,91.8,91.8,8.0,6.9
2019,Santa Catarina,91.8,91.8,8.0,6.8
2019,Santa Catarina,,91.7,,8.1
2019,Santa Catarina,88.2,79.2,11.3,14.7
2019,Santa Catarina,88.1,79.1,11.4,14.9
2019,Santa Catarina,90.0,85.1,9.5,10.1
2019,Santa Catarina,94.9,95.9,4.7,3.0
2019,Santa Catarina,94.8,96.6,4.8,3.4
2019,Santa Catarina,95.8,93.8,3.9,1.8
2019,Santa Catarina,98.9,96.5,1.1,3.2
2019,Santa Catarina,98.9,96.5,1.1,3.2
2019,Santa Catarina,96.6,96.6,3.4,3.4
2019,Santa Catarina,92.3,80.0,7.3,14.3
2019,Santa Catarina,92.1,79.8,7.4,14.4
2019,Santa Catarina,94.1,86.3,5.6,9.7
2019,Rio Grande do Sul,89.7,79.2,9.4,15.5
2019,Rio Grande do Sul,89.6,79.0,9.5,15.6
2019,Rio Grande do Sul,90.3,82.2,8.6,12.9
2019,Rio Grande do Sul,96.6,85.1,3.4,13.3
2019,Rio Grande do Sul,96.6,84.2,3.4,14.2
2019,Rio Grande do Sul,,89.0,,9.7
2019,Rio Grande do Sul,86.9,76.5,11.9,17.2
2019,Rio Grande do Sul,86.7,76.4,12.1,17.3
2019,Rio Grande do Sul,89.1,79.4,9.3,14.6
2019,Rio Grande do Sul,89.4,73.3,9.6,17.3
2019,Rio Grande do Sul,89.2,72.2,9.8,18.3
2019,Rio Grande do Sul,90.8,85.9,8.3,6.2
2019,Rio Grande do Sul,98.1,95.9,1.9,3.7
2019,Rio Grande do Sul,98.1,95.9,1.9,3.8
2019,Rio Grande do Sul,96.2,94.4,3.8,2.2
