Ano,Unidade_Geografica,Aprovacao_Ensino_Fundamental,Aprovacao_Ensino_Medio,Reprovacao_Ensino_Fundamental,Reprovacao_Ensino_Medio
2017,Goiás,94.9,89.7,4.9,8.5
2017,Goiás,94.9,89.6,4.9,8.2
2017,Goiás,,89.9,,9.1
2017,Goiás,95.3,91.9,3.6,5.3
2017,Goiás,95.3,91.9,3.6,5.4
2017,Goiás,96.0,94.5,3.0,3.4
2017,Goiás,94.3,89.0,4.9,6.1
2017,Goiás,94.3,89.3,4.9,5.8
2017,Goiás,93.4,87.4,5.5,8.0
2017,Goiás,98.4,96.0,1.5,3.6
2017,Goiás,98.4,96.0,1.5,3.6
2017,Goiás,97.8,96.8,2.2,2.5
2017,Goiás,94.6,91.8,4.5,5.5
2017,Goiás,94.7,91.8,4.4,5.4
2017,Goiás,93.8,92.5,5.1,5.8
2017,Distrito Federal,91.3,82.8,7.5,12.6
2017,Distrito Federal,91.4,82.8,7.4,12.6
2017,Distrito Federal,89.5,83.7,9.4,11.5
2017,Distrito Federal,98.0,87.2,2.0,11.0
2017,Distrito Federal,98.0,88.6,2.0,9.9
2017,Distrito Federal,,78.2,,18.1
2017,Distrito Federal,88.7,78.3,9.7,15.5
2017,Distrito Federal,88.7,78.2,9.7,15.6
2017,Distrito Federal,89.2,82.9,9.7,11.7
2017,Distrito Federal,98.5,95.5,1.5,4.4
2017,Distrito Federal,98.5,95.5,1.5,4.4
2017,Distrito Federal,99.0,98.0,1.0,2.0
2017,Distrito Federal,88.7,78.5,9.7,15.4
2017,Distrito Federal,88.7,78.4,9.7,15.5
2017,Distrito Federal,89.2,82.3,9.7,12.4
Fonte: Censo da Educação Básica 2017/INEP.,,,,,
2018,Brasil,91.5,83.4,7.0,10.5
2018,Brasil,92.1,83.4,6.6,10.6
2018,Brasil,87.6,84.4,9.7,8.4
2018,Brasil,94.5,87.3,5.3,10.8
2018,Brasil,94.5,87.2,5.3,10.9
2018,Brasil,92.9,88.5,7.1,9.9
2018,Brasil,90.2,81.5,8.0,11.5
2018,Brasil,90.3,81.4,8.0,11.6
2018,Brasil,88.5,83.7,8.7,8.5
2018,Brasil,90.2,86.2,8.1,8.9
2018,Brasil,91.0,86.6,7.6,9.1
2018,Brasil,87.4,82.7,9.9,6.7
2018,Brasil,98.0,96.0,1.9,3.7
2018,Brasil,98.0,96.0,1.9,3.7
2018,Brasil,96.2,93.3,3.4,4.0
2018,Brasil,90.2,81.7,8.1,11.4
2018,Brasil,90.7,81.6,7.7,11.6
2018,Brasil,87.5,84.1,9.8,8.5
2018,Norte,88.1,80.6,9.1,8.8
2018,Norte,90.1,80.3,7.9,9.1
2018,Norte,83.0,83.0,12.2,6.4
2018,Norte,94.2,87.2,5.8,10.4
2018,Norte,94.2,86.9,5.8,10.5
2018,Norte,,89.0,,10.1
2018,Norte,88.7,79.3,8.2,9.2
2018,Norte,89.2,78.9,8.1,9.5
2018,Norte,85.9,82.5,9.1,6.3
2018,Norte,86.5,83.9,10.4,13.6
2018,Norte,89.0,83.9,9.0,13.6
2018,Norte,82.5,,12.7,
2018,Norte,98.3,96.5,1.5,3.1
2018,Norte,98.3,96.6,1.5,3.1
2018,Norte,96.2,94.2,3.3,2.6
2018,Norte,87.2,79.5,9.8,9.2
2018,Norte,89.1,79.1,8.7,9.5
2018,Norte,82.9,82.7,12.2,6.5
2018,Rondônia,91.7,85.0,6.9,8.4
2018,Rondônia,92.4,84.7,6.4,8.7
2018,Rondônia,88.6,87.3,9.1,5.5
2018,Rondônia,,91.2,,8.1
2018,Rondônia,,91.1,,8.4
2018,Rondônia,,91.5,,7.3
2018,Rondônia,90.4,83.8,7.5,8.7
2018,Rondônia,90.9,83.7,7.1,8.9
2018,Rondônia,84.3,84.6,11.5,5.0
2018,Rondônia,91.6,,7.4,
2018,Rondônia,92.7,,6.7,
2018,Rondônia,89.2,,8.9,
2018,Rondônia,98.3,94.0,1.7,5.3
2018,Rondônia,98.2,94.3,1.7,5.5
2018,Rondônia,98.7,92.7,1.1,4.8
2018,Rondônia,91.0,84.3,7.5,8.7
2018,Rondônia,91.8,84.2,6.9,8.9
2018,Rondônia,88.3,86.4,9.4,5.6
2018,Acre,91.7,85.5,6.1,8.2
2018,Acre,94.5,84.7,4.6,9.4
2018,Acre,86.0,88.7,9.0,3.4
2018,Acre,89.9,85.9,10.1,9.4
2018,Acre,89.9,85.9,10.1,9.4
2018,Acre,92.7,84.9,5.0,8.4
2018,Acre,94.7,83.9,4.3,9.8
2018,Acre,87.5,88.7,7.1,3.4
2018,Acre,89.2,,8.3,
2018,Acre,93.1,,6.1,
2018,Acre,84.7,,10.8,
2018,Acre,99.3,97.3,0.7,2.7
2018,Acre,99.3,97.3,0.7,2.7
2018,Acre,91.3,85.0,6.3,8.4
2018,Acre,94.2,84.0,4.9,9.7
2018,Acre,86.0,88.7,9.0,3.4
2018,Amazonas,90.3,82.3,6.9,7.2
2018,Amazonas,92.1,81.9,6.0,7.4
2018,Amazonas,85.2,84.8,9.3,5.8
2018,Amazonas,97.3,87.0,2.7,11.0
2018,Amazonas,97.3,86.9,2.7,11.0
2018,Amazonas,,88.6,,11.4
2018,Amazonas,92.0,81.7,5.6,7.2
2018,Amazonas,92.2,81.1,5.5,7.5
2018,Amazonas,88.4,84.7,6.9,5.7
2018,Amazonas,88.5,,8.2,
2018,Amazonas,90.8,,7.3,
2018,Amazonas,84.9,,9.6,
2018,Amazonas,98.3,95.6,1.5,4.1
2018,Amazonas,98.3,95.6,1.5,4.2
2018,Amazonas,98.9,100.0,1.1,0.0
2018,Amazonas,89.7,81.9,7.3,7.3
2018,Amazonas,91.4,81.3,6.5,7.6
2018,Amazonas,85.2,84.7,9.4,5.8
2018,Roraima,91.0,83.2,7.0,9.0
2018,Roraima,91.9,83.2,6.8,10.0
2018,Roraima,88.6,83.3,7.7,5.0
2018,Roraima,96.9,93.5,3.1,5.2
2018,Roraima,96.9,93.2,3.1,5.4
2018,Roraima,,94.2,,4.8
2018,Roraima,88.5,81.4,8.2,9.6
2018,Roraima,88.6,81.4,8.9,10.8
2018,Roraima,88.2,81.7,7.1,5.1
2018,Roraima,92.5,,6.6,
2018,Roraima,93.4,,6.0,
2018,Roraima,89.4,,8.7,
2018,Roraima,97.8,96.1,2.2,3.8
2018,Roraima,97.8,96.0,2.2,3.8
2018,Roraima,,100.0,,0.0
2018,Roraima,90.4,82.4,7.5,9.3
2018,Roraima,91.2,82.2,7.4,10.4
2018,Roraima,88.6,83.2,7.7,5.1
2018,Pará,85.2,77.9,11.2,9.3
2018,Pará,87.7,77.8,9.6,9.4
2018,Pará,80.6,78.8,14.3,7.1
2018,Pará,93.2,85.4,6.6,11.0
2018,Pará,93.2,85.7,6.6,10.5
2018,Pará,,81.3,,17.5
2018,Pará,84.4,76.0,10.9,9.9
2018,Pará,84.3,75.8,11.1,10.1
2018,Pará,85.1,78.4,8.7,7.1
2018,Pará,83.9,83.9,12.3,13.6
2018,Pará,86.5,83.9,10.8,13.6
2018,Pará,80.4,,14.4,
2018,Pará,98.2,97.1,1.6,2.4
2018,Pará,98.3,97.2,1.5,2.4
2018,Pará,92.8,94.2,7.0,1.1
2018,Pará,84.0,76.1,12.1,9.9
2018,Pará,86.0,75.9,10.8,10.1
2018,Pará,80.6,78.4,14.3,7.2
2018,Amapá,87.2,75.6,10.4,14.0
2018,Amapá,88.2,75.8,9.7,14.3
2018,Amapá,83.1,73.5,13.3,11.8
2018,Amapá,,85.6,,13.7
2018,Amapá,,85.6,,13.7
2018,Amapá,83.9,73.1,12.8,15.1
2018,Amapá,84.6,73.1,12.4,15.5
2018,Amapá,81.9,72.8,13.9,12.2
2018,Amapá,89.1,,9.4,
2018,Amapá,89.8,,8.8,
2018,Amapá,85.7,,12.3,
2018,Amapá,99.1,97.5,0.7,1.9
2018,Amapá,99.4,98.2,0.6,1.7
2018,Amapá,79.7,89.0,9.4,3.3
2018,Amapá,86.0,73.7,11.4,15.0
2018,Amapá,86.8,73.8,10.8,15.4
2018,Amapá,83.1,72.8,13.4,12.2
2018,Tocantins,91.5,85.8,7.4,9.3
2018,Tocantins,91.8,85.9,7.2,9.3
2018,Tocantins,89.1,85.0,8.7,9.4
2018,Tocantins,,82.7,,13.5
2018,Tocantins,,81.8,,13.2
2018,Tocantins,,85.4,,14.2
2018,Tocantins,87.8,85.4,10.1,9.3
2018,Tocantins,88.1,85.5,10.1,9.3
2018,Tocantins,85.0,84.0,10.2,9.0
2018,Tocantins,92.8,,6.7,
2018,Tocantins,93.3,,6.3,
2018,Tocantins,90.4,,8.4,
2018,Tocantins,98.3,94.6,1.7,5.2
2018,Tocantins,98.2,94.3,1.7,5.5
2018,Tocantins,99.4,99.1,0.6,0.9
2018,Tocantins,90.8,85.2,8.0,9.5
2018,Tocantins,91.2,85.3,7.8,9.5
2018,Tocantins,88.9,84.3,8.9,9.9
2018,Nordeste,88.9,83.2,8.9,10.1
2018,Nordeste,89.3,83.1,8.6,10.2
2018,Nordeste,87.6,83.6,9.8,8.7
2018,Nordeste,96.0,84.0,4.0,13.3
2018,Nordeste,96.2,83.5,3.8,13.8
2018,Nordeste,92.9,87.5,7.1,9.8
2018,Nordeste,82.3,81.8,14.1,10.7
2018,Nordeste,82.3,81.7,14.2,10.9
2018,Nordeste,82.8,83.1,12.9,8.9
2018,Nordeste,87.5,75.4,9.9,7.7
2018,Nordeste,87.4,70.5,10.0,8.6
2018,Nordeste,87.7,81.1,9.8,6.6
2018,Nordeste,97.6,95.4,2.2,4.0
2018,Nordeste,97.6,95.5,2.1,4.0
2018,Nordeste,95.9,91.4,3.4,3.5
2018,Nordeste,86.9,81.8,10.4,10.8
2018,Nordeste,86.7,81.7,10.6,11.0
2018,Nordeste,87.5,83.3,9.9,8.9
2018,Maranhão,90.0,84.6,7.7,8.7
2018,Maranhão,90.4,84.9,7.5,8.7
2018,Maranhão,89.2,83.1,8.1,8.5
2018,Maranhão,92.1,88.4,7.7,9.7
2018,Maranhão,91.8,88.1,7.9,9.9
2018,Maranhão,92.9,89.4,7.1,9.1
2018,Maranhão,87.9,83.9,8.6,9.0
2018,Maranhão,91.9,84.2,6.7,9.0
2018,Maranhão,80.8,82.7,11.8,8.7
2018,Maranhão,89.1,71.8,8.4,2.4
2018,Maranhão,88.9,69.8,8.7,1.4
2018,Maranhão,89.3,75.5,8.1,4.3
2018,Maranhão,98.0,94.7,1.7,3.4
2018,Maranhão,98.1,95.6,1.8,3.4
2018,Maranhão,97.8,86.2,1.4,3.3
2018,Maranhão,89.0,84.0,8.4,9.0
2018,Maranhão,89.0,84.2,8.6,9.0
2018,Maranhão,89.1,83.0,8.2,8.7
2018,Piauí,88.7,82.2,9.5,8.8
2018,Piauí,89.2,82.6,9.1,8.8
2018,Piauí,87.2,76.2,10.6,9.1
2018,Piauí,,80.4,,16.7
2018,Piauí,,80.6,,16.5
2018,Piauí,,78.0,,18.5
2018,Piauí,81.8,80.7,13.5,8.9
2018,Piauí,81.8,81.1,13.5,8.9
2018,Piauí,76.4,75.9,15.7,8.6
2018,Piauí,87.8,80.6,10.3,11.2
2018,Piauí,88.2,80.6,10.2,11.2
2018,Piauí,87.2,,10.6,
2018,Piauí,97.0,94.7,2.9,4.9
2018,Piauí,97.0,94.7,2.9,4.9
2018,Piauí,98.9,98.2,1.1,1.8
2018,Piauí,87.3,80.7,10.6,9.3
2018,Piauí,87.3,81.0,10.6,9.3
2018,Piauí,87.2,76.0,10.6,9.2
2018,Ceará,95.4,90.5,3.7,4.9
2018,Ceará,95.4,90.5,3.7,4.9
2018,Ceará,95.6,91.2,3.6,4.3
2018,Ceará,97.1,82.0,2.9,16.0
2018,Ceará,97.1,81.4,2.9,16.7
2018,Ceará,,87.4,,8.8
2018,Ceará,89.1,90.0,7.3,4.9
2018,Ceará,88.7,90.0,7.7,4.9
2018,Ceará,91.6,91.2,5.0,4.2
2018,Ceará,94.9,,4.1,
2018,Ceará,94.6,,4.4,
2018,Ceará,95.7,,3.5,
2018,Ceará,98.1,96.5,1.7,3.2
2018,Ceará,98.1,96.5,1.7,3.2
2018,Ceará,99.6,98.9,0.4,0.0
2018,Ceará,94.8,89.9,4.2,5.0
2018,Ceará,94.5,89.9,4.5,5.1
2018,Ceará,95.6,91.2,3.6,4.3
2018,Rio Grande do Norte,85.5,75.7,11.9,15.7
2018,Rio Grande do Norte,85.8,75.5,11.7,15.9
2018,Rio Grande do Norte,83.9,80.1,12.9,10.0
2018,Rio Grande do Norte,100.0,86.4,0.0,11.6
2018,Rio Grande do Norte,100.0,86.0,0.0,12.0
2018,Rio Grande do Norte,,89.6,,8.4
2018,Rio Grande do Norte,79.6,71.4,16.9,17.7
2018,Rio Grande do Norte,79.5,71.3,17.0,17.9
2018,Rio Grande do Norte,81.2,75.2,15.7,10.9
2018,Rio Grande do Norte,83.2,,13.6,
2018,Rio Grande do Norte,82.9,,13.9,
2018,Rio Grande do Norte,84.0,,12.9,
2018,Rio Grande do Norte,97.2,93.4,2.6,6.2
2018,Rio Grande do Norte,97.2,93.4,2.6,6.2
2018,Rio Grande do Norte,96.5,100.0,3.1,0.0
2018,Rio Grande do Norte,82.3,73.1,14.5,17.0
2018,Rio Grande do Norte,81.8,72.8,14.9,17.3
2018,Rio Grande do Norte,83.8,80.0,13.0,10.0
2018,Paraíba,87.2,80.2,9.8,10.3
2018,Paraíba,87.3,80.2,9.6,10.3
2018,Paraíba,86.7,82.1,10.6,8.5
2018,Paraíba,99.3,90.7,0.7,7.4
2018,Paraíba,99.3,90.7,0.7,7.5
2018,Paraíba,,89.3,,4.7
2018,Paraíba,80.7,77.1,14.2,11.6
2018,Paraíba,80.7,77.0,14.1,11.7
2018,Paraíba,80.0,81.8,15.1,8.6
2018,Paraíba,85.6,62.9,11.1,10.2
2018,Paraíba,85.1,62.9,11.4,10.2
2018,Paraíba,87.3,,10.2,
2018,Paraíba,97.5,95.5,2.1,3.7
2018,Paraíba,97.5,95.5,2.0,3.7
2018,Paraíba,95.5,,3.6,
2018,Paraíba,84.5,77.7,11.8,11.4
2018,Paraíba,83.9,77.6,12.1,11.5
2018,Paraíba,86.6,82.1,10.6,8.5
2018,Pernambuco,91.9,93.9,6.8,4.9
2018,Pernambuco,92.4,94.1,6.3,4.8
2018,Pernambuco,89.8,89.8,8.6,6.8
2018,Pernambuco,97.9,78.3,2.1,18.3
2018,Pernambuco,97.9,76.7,2.1,19.9
2018,Pernambuco,,83.8,,12.6
2018,Pernambuco,93.5,94.0,5.7,4.8
2018,Pernambuco,94.5,94.3,4.9,4.7
2018,Pernambuco,86.5,90.4,11.2,6.3
2018,Pernambuco,89.5,83.7,8.7,4.1
2018,Pernambuco,89.4,87.5,8.8,0.0
2018,Pernambuco,90.1,83.2,8.4,4.6
2018,Pernambuco,97.6,95.9,2.1,3.5
2018,Pernambuco,97.7,95.9,2.1,3.5
2018,Pernambuco,93.5,98.7,5.9,0.9
2018,Pernambuco,90.2,93.6,8.2,5.1
2018,Pernambuco,90.3,93.9,8.1,5.0
2018,Pernambuco,89.8,89.7,8.7,6.8
2018,Alagoas,89.4,83.2,7.7,8.6
2018,Alagoas,89.3,83.1,7.6,8.7
2018,Alagoas,89.8,85.9,8.0,6.3
2018,Alagoas,,80.5,,15.8
2018,Alagoas,,80.5,,15.8
2018,Alagoas,86.3,81.2,9.0,9.0
2018,Alagoas,86.1,80.9,9.1,9.2
2018,Alagoas,90.9,85.9,6.6,6.3
2018,Alagoas,87.9,,8.9,
2018,Alagoas,87.0,,9.3,
2018,Alagoas,89.8,,8.1,
2018,Alagoas,97.8,96.0,1.9,3.6
2018,Alagoas,97.8,96.0,1.8,3.6
2018,Alagoas,97.1,92.3,2.3,7.7
2018,Alagoas,87.7,81.2,8.9,9.4
2018,Alagoas,86.9,80.9,9.3,9.6
2018,Alagoas,89.8,85.9,8.0,6.3
2018,Sergipe,83.7,80.6,13.8,10.9
2018,Sergipe,84.6,80.7,13.0,10.9
2018,Sergipe,80.7,79.3,16.3,9.8
2018,Sergipe,89.7,84.4,10.3,10.1
2018,Sergipe,89.7,85.9,10.3,9.2
2018,Sergipe,,81.9,,11.6
2018,Sergipe,79.7,77.5,17.2,12.2
2018,Sergipe,79.5,77.5,17.3,12.3
2018,Sergipe,83.9,78.7,14.1,9.4
2018,Sergipe,79.8,,17.0,
2018,Sergipe,79.4,,17.2,
2018,Sergipe,80.4,,16.6,
2018,Sergipe,97.0,94.5,2.8,5.0
2018,Sergipe,97.0,94.5,2.8,5.0
2018,Sergipe,96.2,,3.6,
2018,Sergipe,79.8,77.7,17.0,12.1
2018,Sergipe,79.4,77.6,17.3,12.3
2018,Sergipe,80.5,79.3,16.5,9.8
2018,Bahia,84.3,74.4,12.4,16.6
2018,Bahia,84.8,74.1,12.0,16.9
2018,Bahia,82.8,79.0,13.4,12.6
2018,Bahia,96.6,82.9,3.4,14.2
2018,Bahia,96.6,81.7,3.4,15.2
2018,Bahia,,91.8,,6.8
2018,Bahia,72.4,72.1,22.7,18.0
2018,Bahia,72.3,71.9,22.8,18.2
2018,Bahia,74.1,76.3,20.4,14.4
2018,Bahia,82.8,77.7,13.4,9.6
2018,Bahia,82.8,71.3,13.4,12.5
2018,Bahia,82.9,82.3,13.4,7.5
2018,Bahia,97.4,95.2,2.3,4.1
2018,Bahia,97.4,95.3,2.3,4.1
2018,Bahia,93.8,93.2,5.4,4.0
2018,Bahia,81.8,72.4,14.3,17.8
2018,Bahia,81.4,72.1,14.7,18.1
2018,Bahia,82.8,77.6,13.5,13.5
2018,Sudeste,94.2,85.3,5.0,10.1
2018,Sudeste,94.3,85.2,4.9,10.2
2018,Sudeste,92.4,89.6,6.8,7.2
2018,Sudeste,94.0,89.2,5.7,9.7
2018,Sudeste,94.0,89.2,5.7,9.6
2018,Sudeste,,89.0,,9.8
2018,Sudeste,93.0,83.3,5.6,11.3
2018,Sudeste,93.0,83.1,5.6,11.4
2018,Sudeste,92.8,89.3,5.9,7.0
2018,Sudeste,93.5,90.9,5.8,7.2
2018,Sudeste,93.6,91.0,5.7,7.2
2018,Sudeste,92.2,88.7,7.1,7.7
2018,Sudeste,98.0,96.1,1.9,3.7
2018,Sudeste,98.0,96.1,1.9,3.7
2018,Sudeste,96.3,94.0,3.5,4.6
2018,Sudeste,93.3,83.5,5.7,11.2
2018,Sudeste,93.3,83.3,5.6,11.3
2018,Sudeste,92.3,89.3,6.9,7.4
2018,Minas Gerais,93.2,80.0,5.7,12.2
2018,Minas Gerais,93.0,79.8,5.9,12.4
2018,Minas Gerais,94.9,87.5,4.2,7.5
2018,Minas Gerais,96.6,89.8,3.3,9.1
2018,Minas Gerais,96.6,89.7,3.3,9.2
2018,Minas Gerais,,90.3,,8.6
2018,Minas Gerais,90.1,78.0,7.9,13.2
2018,Minas Gerais,90.1,77.8,8.0,13.3
2018,Minas Gerais,92.5,86.2,5.7,7.3
2018,Minas Gerais,94.7,89.9,4.8,7.7
2018,Minas Gerais,94.6,90.2,4.9,7.4
2018,Minas Gerais,95.6,82.2,3.8,14.8
2018,Minas Gerais,98.1,95.2,1.9,4.5
2018,Minas Gerais,98.1,95.3,1.9,4.5
2018,Minas Gerais,94.3,92.4,4.4,4.5
2018,Minas Gerais,92.5,78.5,6.3,13.0
2018,Minas Gerais,92.3,78.2,6.5,13.2
2018,Minas Gerais,94.9,87.1,4.2,7.7
2018,Espírito Santo,90.7,85.1,8.6,12.1
2018,Espírito Santo,90.6,84.9,8.7,12.2
2018,Espírito Santo,91.4,89.6,8.0,8.9
2018,Espírito Santo,,88.4,,10.2
2018,Espírito Santo,,88.6,,9.9
2018,Espírito Santo,,87.3,,11.5
2018,Espírito Santo,88.1,83.1,10.8,13.6
2018,Espírito Santo,87.7,83.0,11.1,13.7
2018,Espírito Santo,92.1,89.0,7.6,9.3
2018,Espírito Santo,90.0,91.7,9.3,5.6
2018,Espírito Santo,89.8,,9.5,
2018,Espírito Santo,91.2,91.7,8.1,5.6
2018,Espírito Santo,98.3,96.0,1.6,3.8
2018,Espírito Santo,98.4,96.2,1.6,3.7
2018,Espírito Santo,92.2,93.8,6.3,4.8
2018,Espírito Santo,89.6,83.6,9.7,13.3
2018,Espírito Santo,89.3,83.4,9.9,13.4
2018,Espírito Santo,91.4,88.3,8.1,10.2
2018,Rio de Janeiro,89.3,81.6,9.4,14.1
2018,Rio de Janeiro,89.6,81.5,9.1,14.2
2018,Rio de Janeiro,84.4,85.5,14.3,11.0
2018,Rio de Janeiro,93.1,86.6,6.6,12.0
2018,Rio de Janeiro,93.1,86.8,6.6,11.9
2018,Rio de Janeiro,,83.7,,15.2
2018,Rio de Janeiro,79.0,78.0,18.6,16.6
2018,Rio de Janeiro,78.9,77.8,18.7,16.7
2018,Rio de Janeiro,79.5,85.1,18.2,11.1
2018,Rio de Janeiro,87.3,83.6,11.0,10.9
2018,Rio de Janeiro,87.6,83.6,10.7,10.9
2018,Rio de Janeiro,84.1,,14.6,
2018,Rio de Janeiro,96.4,93.8,3.4,5.8
2018,Rio de Janeiro,96.4,93.7,3.4,5.8
2018,Rio de Janeiro,95.1,94.9,4.7,4.7
2018,Rio de Janeiro,86.4,78.5,11.9,16.3
2018,Rio de Janeiro,86.6,78.2,11.6,16.5
2018,Rio de Janeiro,83.7,85.0,14.9,11.3
2018,São Paulo,96.8,89.3,2.7,7.5
2018,São Paulo,96.8,89.2,2.7,7.5
2018,São Paulo,97.2,94.7,2.5,3.9
2018,São Paulo,99.2,94.4,0.4,5.2
2018,São Paulo,99.2,94.4,0.4,5.2
2018,São Paulo,95.9,87.7,3.0,8.5
2018,São Paulo,95.8,87.6,3.0,8.5
2018,São Paulo,97.4,94.6,2.0,3.9
2018,São Paulo,96.6,92.5,3.1,6.5
2018,São Paulo,96.6,92.4,3.1,6.5
2018,São Paulo,97.1,94.9,2.8,0.6
2018,São Paulo,98.9,97.5,1.1,2.5
2018,São Paulo,98.9,97.5,1.1,2.5
2018,São Paulo,98.2,95.5,1.8,4.5
2018,São Paulo,96.3,87.8,3.0,8.4
2018,São Paulo,96.2,87.7,3.1,8.5
2018,São Paulo,97.2,94.6,2.6,3.9
2018,Sul,90.8,79.2,8.4,14.3
2018,Sul,90.8,79.0,8.4,14.5
2018,Sul,91.1,84.0,8.0,11.1
2018,Sul,94.5,89.5,5.5,9.1
2018,Sul,94.5,89.3,5.5,9.2
2018,Sul,,90.7,,8.7
2018,Sul,86.2,76.5,12.4,16.0
2018,Sul,86.1,76.3,12.6,16.2
2018,Sul,88.3,82.8,10.2,11.7
2018,Sul,92.2,71.1,7.3,20.7
2018,Sul,92.2,69.8,7.3,22.1
2018,Sul,92.5,83.2,6.9,8.3
2018,Sul,98.3,96.2,1.7,3.6
2018,Sul,98.3,96.3,1.7,3.5
2018,Sul,96.0,94.0,4.0,4.9
2018,Sul,89.7,77.0,9.5,15.8
2018,Sul,89.5,76.7,9.6,16.0
2018,Sul,91.1,83.7,8.0,11.3
2018,Paraná,92.0,82.4,7.2,11.3
2018,Paraná,92.0,82.2,7.2,11.4
2018,Paraná,92.5,86.8,6.8,8.2
2018,Paraná,97.9,91.9,2.1,6.7
2018,Paraná,97.9,91.7,2.1,6.8
2018,Paraná,,96.1,,3.3
2018,Paraná,86.6,79.9,11.5,12.7
2018,Paraná,86.4,79.5,11.7,13.0
2018,Paraná,90.0,86.3,8.3,8.4
2018,Paraná,94.6,,5.3,
2018,Paraná,94.7,,5.2,
2018,Paraná,94.2,,5.8,
2018,Paraná,98.4,97.1,1.6,2.7
2018,Paraná,98.4,97.1,1.6,2.7
2018,Paraná,98.8,97.0,1.2,2.6
2018,Paraná,91.0,80.1,8.1,12.6
2018,Paraná,90.9,79.8,8.2,12.8
2018,Paraná,92.4,86.5,6.8,8.3
2018,Santa Catarina,93.0,83.1,6.5,11.6
2018,Santa Catarina,93.0,82.9,6.6,11.7
2018,Santa Catarina,94.1,88.0,5.5,8.9
2018,Santa Catarina,93.5,91.7,6.5,7.1
2018,Santa Catarina,93.5,91.9,6.5,6.9
2018,Santa Catarina,,89.9,,9.3
2018,Santa Catarina,88.9,80.6,10.4,13.0
2018,Santa Catarina,88.8,80.4,10.5,13.2
2018,Santa Catarina,90.2,87.2,9.0,9.1
2018,Santa Catarina,94.4,92.1,5.3,6.9
2018,Santa Catarina,94.2,92.2,5.4,7.1
2018,Santa Catarina,95.8,92.0,4.0,6.4
2018,Santa Catarina,98.8,96.4,1.1,3.4
2018,Santa Catarina,98.8,96.5,1.1,3.3
2018,Santa Catarina,98.4,93.9,1.6,5.8
2018,Santa Catarina,92.2,81.2,7.3,12.7
2018,Santa Catarina,92.0,81.0,7.5,12.8
2018,Santa Catarina,94.1,87.7,5.5,9.1
2018,Rio Grande do Sul,88.0,72.5,11.1,20.1
2018,Rio Grande do Sul,87.9,72.3,11.2,20.3
2018,Rio Grande do Sul,88.7,78.4,10.1,16.0
2018,Rio Grande do Sul,93.7,86.3,6.3,12.2
2018,Rio Grande do Sul,93.7,85.2,6.3,13.0
2018,Rio Grande do Sul,,90.3,,9.1
2018,Rio Grande do Sul,84.2,69.4,14.7,22.2
2018,Rio Grande do Sul,84.1,69.2,14.9,22.3
2018,Rio Grande do Sul,85.8,73.9,12.4,19.0
2018,Rio Grande do Sul,88.2,67.8,10.7,22.9
2018,Rio Grande do Sul,88.0,66.7,11.0,24.2
2018,Rio Grande do Sul,89.8,80.1,9.1,9.0
2018,Rio Grande do Sul,97.9,94.5,2.1,5.1
2018,Rio Grande do Sul,97.9,94.6,2.0,5.1
2018,Rio Grande do Sul,91.9,91.9,7.9,6.0
2018,Rio Grande do Sul,86.5,70.1,12.4,21.7
2018,Rio Grande do Sul,86.3,69.8,12.7,22.0
2018,Rio Grande do Sul,88.6,77.8,10.1,16.5
2018,Centro-Oeste,94.4,85.0,4.8,9.8
2018,Centro-Oeste,94.6,85.2,4.7,9.8
2018,Centro-Oeste,92.3,81.8,6.2,11.1
2018,Centro-Oeste,96.4,89.5,3.5,8.7
2018,Centro-Oeste,96.4,90.1,3.5,8.2
2018,Centro-Oeste,,87.3,,10.8
2018,Centro-Oeste,93.5,82.9,5.2,10.9
2018,Centro-Oeste,93.5,83.1,5.3,10.9
2018,Centro-Oeste,94.3,80.0,4.5,11.6
2018,Centro-Oeste,93.5,89.3,5.8,5.7
2018,Centro-Oeste,93.8,88.2,5.6,6.7
2018,Centro-Oeste,91.2,91.8,7.2,3.4
2018,Centro-Oeste,98.6,96.1,1.3,3.6
2018,Centro-Oeste,98.6,96.1,1.3,3.5
2018,Centro-Oeste,97.7,95.2,2.3,4.4
2018,Centro-Oeste,93.5,83.2,5.5,10.8
2018,Centro-Oeste,93.7,83.4,5.4,10.8
2018,Centro-Oeste,92.2,81.2,6.3,11.4
2018,Mato Grosso do Sul,89.3,80.6,9.4,12.0
2018,Mato Grosso do Sul,89.8,80.6,9.0,12.1
2018,Mato Grosso do Sul,84.6,80.4,12.7,9.7
2018,Mato Grosso do Sul,93.6,90.6,6.4,5.3
2018,Mato Grosso do Sul,93.6,91.2,6.4,5.0
2018,Mato Grosso do Sul,,87.8,,6.8
2018,Mato Grosso do Sul,87.4,78.3,10.2,13.3
2018,Mato Grosso do Sul,87.5,78.4,10.2,13.4
2018,Mato Grosso do Sul,86.3,78.1,10.9,10.7
2018,Mato Grosso do Sul,88.5,94.4,10.5,4.0
2018,Mato Grosso do Sul,89.4,,10.0,
2018,Mato Grosso do Sul,84.1,94.4,13.2,4.0
2018,Mato Grosso do Sul,98.5,96.8,1.5,3.0
2018,Mato Grosso do Sul,98.5,96.8,1.5,3.1
2018,Mato Grosso do Sul,97.0,96.7,3.0,2.2
2018,Mato Grosso do Sul,88.1,78.9,10.4,12.9
